,Nome Unidade Orçamentária,Valor Empenhado (R$),Valor Liquidado (R$),Valor Pago (R$)
37771,"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO","223,8600","223,8600","223,8600"
37772,COMANDO DO EXERCITO,"0,0000","2500,0000","2500,0000"
37775,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"-61016,9600","39159,3400","39159,3400"
37776,COMANDO DA MARINHA,"0,0000","2799,8000","3910,7800"
37777,INSTITUTO NACIONAL DO SEGURO SOCIAL,"460,0000","460,0000","230,0000"
37778,FUNDO NACIONAL DE SAUDE,"0,0000","18606,4000","13806,4000"
37780,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"115571,3900","8066,6300","8066,6300"
37783,INSTITUTO NACIONAL DO SEGURO SOCIAL,"187,0000","190,0000","190,0000"
37784,COMANDO DA MARINHA,"0,0000","-1572792,7000","-421392,7000"
37785,FUNDO DO EXERCITO,"14932216,0600","1734275,3800","2179035,0300"
37786,UNIVERSIDADE FEDERAL DE JATAI,"91200,0000","91200,0000","91200,0000"
37787,MINISTERIO DO DESENVOLVIMENTO REGIONAL,"324,8000","15629,6500","15629,6500"
37788,FUNDO DO EXERCITO,"0,0000","0,0000","597,0600"
37789,COMANDO DO EXERCITO,"0,0000","448,8600","224,4300"
37791,MINISTERIO DA DEFESA,"-2882,2500","-2882,2500","3393,0100"
37793,ADVOCACIA-GERAL DA UNIAO - AGU,"0,0000","135,8400","14377,8800"
37794,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-860,3700","4073,9300","3938,5700"
37796,MINISTERIO DAS RELACOES EXTERIORES,"15987,2500","15987,2500","16250,6300"
37797,MINISTÉRIO DA EDUCAÇÃO,"0,0000","3880,8000","3880,8000"
37799,UNIVERSIDADE FEDERAL DE SANTA MARIA,"151992,6000","268515,8500","408692,6400"
37802,FUNDACAO NACIONAL DO INDIO,"0,0000","599,0600","599,0600"
37805,"INST.FED.DE EDUC.,CIENC.E TEC.DE RORAIMA","800,0000","800,0000","1600,0000"
37806,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"-20206,1900","104673,6700","106654,8500"
37807,INSTITUTO NACIONAL DO SEGURO SOCIAL,"-377,8000","-377,8000","-377,8000"
37809,HOSPITAL UNIVERSITARIO DA FUMA,"-3339,6400","0,0000","37706,3900"
37810,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"879,9300","879,9300","879,9300"
37811,FUNDO DO EXERCITO,"1120,0000","1120,0000","1120,0000"
37813,MINISTERIO DA CIDADANIA,"2932172,8400","9223476,6100","8414703,7300"
37814,COMANDO DO EXERCITO,"-1247,0000","16790,7900","16790,7900"
37817,"INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO","162807,3700","115599,7200","72646,1200"
37818,MINISTERIO DA DEFESA,"0,0000","4397,9500","4397,9500"
37819,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS,"0,0000","0,0000","0,2200"
37820,FUNDACAO UNIVERSIDADE FEDERAL DO ACRE,"-55664,6900","31882,6900","33702,6600"
37825,"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO","0,0000","243092,3100","243843,2300"
37827,INSTITUTO NACIONAL DO SEGURO SOCIAL,"8793,2000","8793,2000","4396,6000"
37828,COMANDO DO EXERCITO,"35777,8000","3550,0000","3550,0000"
37829,COMANDO DA AERONAUTICA,"0,0000","84358,4400","84358,4400"
37830,COMPANHIA NACIONAL DE ABASTECIMENTO,"-768,9600","142,7500","142,7500"
37832,"INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO","0,0000","0,0000","6600,0000"
37833,COMANDO DA MARINHA,"10523,0600","0,0700","0,0700"
37834,COMANDO DO EXERCITO,"34538,8400","11794,7500","12806,2800"
37836,FUNDO DO EXERCITO,"0,0000","499,9900","2249,9900"
37837,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,"677730,4900","51476,3600","51476,3600"
37838,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG","5142,2000","8640,0000","25920,0000"
37841,AGENCIA NACIONAL DE MINERACAO,"715,7400","715,7400","715,7400"
37842,FUNDO DO EXERCITO,"73650,0000","49310,0000","49310,0000"
37843,MINISTÉRIO DA EDUCAÇÃO,"0,0000","17318,3400","17318,3400"
37844,FUNDO DO EXERCITO,"-2507,5000","8582,2700","34485,5100"
37845,FUNDO DO EXERCITO,"0,0000","1740,0000","3240,0000"
37846,AGENCIA NACIONAL DE AVIACAO CIVIL - ANAC,"535282,7900","159942,2600","159942,2600"
37847,MINISTERIO DA DEFESA,"0,0000","60000,0000","65232,6000"
37848,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,"0,0000","0,0000","35,3400"
37850,FUNDO DO EXERCITO,"22625,9700","36795,9300","36795,9300"
37851,AGENCIA NACIONAL DE AGUAS ± ANA,"-5262,9800","645,2300","645,2300"
37852,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,"-3162395,3600","15495,7700","9989,5100"
37853,COMANDO DO EXERCITO,"-43,6000","555,4000","555,4000"
37854,COMANDO DO EXERCITO,"308,1500","7901,4400","7901,4400"
37855,"INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG","-1280,0000","1280,0000","1280,0000"
37857,MINISTERIO DE MINAS E ENERGIA,"1023661,0000","1323129,2900","3472531,7000"
37859,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,"100874,5600","52741,6700","52741,6700"
37860,"INST.FED.DE EDUC.,CIENC.E TEC.DO RS","12422,6800","261,3700","261,3700"
37862,PRESIDENCIA DA REPUBLICA,"0,0000","715,6700","783,3000"
37863,"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO","19366,2000","4516,5600","3199,9200"
37865,"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS","569987,0000","76342,8900","71069,9000"
37866,MINISTERIO DA DEFESA,"0,0000","599,0000","599,0000"
37867,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"2033,5800","2033,5800","2033,5800"
37869,COMANDO DO EXERCITO,"-1396,5000","1032,6500","1032,6500"
37871,UNIVERSIDADE FEDERAL DE RORAIMA,"-1182,7200","2401,4400","2401,4400"
37872,"INST.FED.DE EDUC.,CIENC.E TEC.DE SERGIPE","0,0000","879,1700","1142,0400"
37873,MINISTERIO DA DEFESA,"72726,0000","0,0000","29760,6800"
37874,COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO,"0,0000","6515,9000","9457,1000"
37875,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"2880,0400","2090,0100","240,0100"
37876,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"7528,0000","7723,0000","7723,0000"
37879,UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,"5532,0000","12491,9900","12491,9900"
37887,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"-5755000,0000","2466165,0800","10114165,7300"
37888,FUNDO AERONAUTICO,"25723,3000","30307,4800","30307,4800"
37890,FUNDO DO EXERCITO,"0,0000","6721,3200","15753,5200"
37891,FUNDO DO SERVICO MILITAR,"0,0000","15485,0000","10315,0000"
37893,COMANDO DO EXERCITO,"-2188,8000","142630,1800","167398,1800"
37894,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","363,0000","537,5000","537,5000"
37895,FUNDO DO EXERCITO,"-8523,7000","388,5000","194,2500"
37896,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","458,7000","458,7000","458,7000"
37898,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"2021,1600","2021,1600","1515,8700"
37905,MINISTERIO DA DEFESA,"0,0000","562305,0000","1143353,5000"
37906,FUNDO NAVAL,"93,7800","0,0000","4287,7000"
37907,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"0,0000","279,6300","279,6300"
37908,MINISTERIO DA DEFESA,"1777500,0000","238500,0000","526500,0000"
37911,COMANDO DO EXERCITO,"0,0000","824,0000","2838,3800"
37912,COMANDO DA AERONAUTICA,"330014,8300","67115,0100","129208,1300"
37917,UNIVERSIDADE FEDERAL DE LAVRAS,"-0,5000","36119,2300","36119,2300"
37918,FUNDACAO UNIVERSIDADE FEDERAL DE VICOSA,"0,0000","1546,8500","1546,8500"
37919,MINISTERIO DAS RELACOES EXTERIORES,"-7985,1000","3526,2900","3526,2900"
37922,INST.BRAS.DO MEIO AMB.E REC.NAT.RENOVAVEIS,"-5696,2700","1286,4000","1286,4000"
37924,MINISTERIO DA DEFESA,"0,0000","84818,8400","84818,8400"
37925,"INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO","3016,6700","10168,0200","14305,1100"
37926,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES","24485,0000","2300,0000","2300,0000"
37927,FUNDO DO EXERCITO,"0,0000","9950,0000","9950,0000"
37929,"INST.FED.DE EDUC.,CIENC.E TEC.DA PARAIBA","-2790,0000","27100,0000","26482,0000"
37930,"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO","25000,0000","93170,0800","52781,7800"
37931,COMANDO DA AERONAUTICA,"50002,6400","0,0000","69961,6200"
37932,PROCURADORIA GERAL DA FAZENDA NACIONAL,"31215,7200","31215,7200","31215,7200"
37933,"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO","4,9300","0,0000","2198,4600"
37935,SECRET.DA COMISSAO INTERMIN.P/OS REC.DO MAR,"0,0000","4578,2000","4578,2000"
37936,FUNDO DO EXERCITO,"14126,4000","13919,2300","14744,2300"
37937,COMANDO DO EXERCITO,"0,0000","7,1100","7,1100"
37938,MINISTERIO DAS RELACOES EXTERIORES,"2329,0200","2328,6400","2632,5100"
37940,COMANDO DO EXERCITO,"0,0000","6774,9100","1338,9100"
37941,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"85341,9200","446840,0000","446840,0000"
37942,"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG","46727,0400","600,0000","25251,3800"
37943,FUNDO NAVAL,"0,0000","3274,6200","6226,6900"
37944,UNIVERSIDADE FEDERAL RURAL DA AMAZONIA,"0,0000","41402,0000","24610,0000"
37947,AGENCIA NACIONAL DE AGUAS ± ANA,"-46122,3500","1325,2100","1325,2100"
37951,FUNDO DO EXERCITO,"12800,0000","0,0000","195,0000"
37954,FUNDO AERONAUTICO,"-110,2300","65652,3900","105679,1600"
37958,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"-35995,0200","151045,9200","270695,2700"
37959,DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS,"0,0000","65546,9700","80206,2600"
37960,UNIVERSIDADE FEDERAL DE MINAS GERAIS,"7700,0000","34276,8900","41081,0500"
37962,AGENCIA NACIONAL DE AGUAS ± ANA,"-32857,2200","69796,3100","107753,8500"
37963,AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS-ANTAQ,"0,0000","25262,7000","25808,4000"
37964,"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE","17629,0000","5,8100","5,8100"
37965,INST.BRAS.DO MEIO AMB.E REC.NAT.RENOVAVEIS,"-779,0000","-779,0000","-779,0000"
37966,COMANDO DO EXERCITO,"0,0000","2234,0000","2234,0000"
37967,FUNDO AERONAUTICO,"9412,1600","646447,1200","1019914,1700"
37968,FUNDO DE AMPARO AO TRABALHADOR,"4904,9500","1472,2500","1579,6400"
37971,MINISTERIO DA DEFESA,"44436,0000","36900,0000","36900,0000"
37972,"INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS","-1320,0000","-1320,0000","-454,5000"
37974,"INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA","9300,0000","9300,0000","9300,0000"
37977,FUNDO DO EXERCITO,"263171,2000","189644,2900","217112,9600"
37978,COMANDO DO EXERCITO,"0,0000","3894,1700","272,0200"
37984,FUNDO NAVAL,"0,0000","1252,0000","1252,0000"
37985,MINISTERIO DA DEFESA,"-3954,5000","9661,7900","6450,0100"
37986,"INST.FED.DE EDUC.,CIENC.E TEC.DO R.DE JANEIRO","14676,0600","13862,0600","14662,0600"
37987,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,"3206,0000","32382,0300","38472,0000"
37988,MINISTERIO DAS RELACOES EXTERIORES,"1030,0200","1030,0200","1030,0200"
37989,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"-3064,5500","16649,3100","15334,3300"
37990,AGENCIA NACIONAL DE AGUAS ± ANA,"-8981,5900","25753,1300","43118,8200"
37991,"INST.FED.DE EDUC.,CIENC.E TEC.DO R.DE JANEIRO","-100000,0000","23753,3400","22565,6700"
37993,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO,"4194615,3400","17478034,5500","12448683,8700"
37996,UNIVERSIDADE FEDERAL DE SANTA MARIA,"-84437,9500","3354,4500","3502,5000"
37998,"INST.FED.DE EDUC.,CIENC.E TEC.DE SERGIPE","-5978,1600","253,4700","1100,1300"
38001,FUNDO DO EXERCITO,"420,1800","4889,8000","4889,8000"
38002,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,"6553,2400","13106,4800","13106,4800"
38005,"INST.FED.DE EDUC.,CIENC.E TEC.GOIANO","0,0000","28449,6700","28449,6700"
38006,RECURSOS SOB SUPERVISAO DO ME,"0,0000","1832,0000","1832,0000"
38007,COMANDO DO EXERCITO,"-6,8000","11383,0300","11383,0300"
38009,SUPERINT. ZONA FRANCA DE MANAUS - SUFRAMA,"-65689,4000","34117,0800","86574,4400"
38010,COMANDO DO EXERCITO,"0,0000","6000,0000","12000,0000"
38011,COMPANHIA NACIONAL DE ABASTECIMENTO,"227,2700","300,0000","299,2100"
38015,MINISTERIO DA DEFESA,"0,0000","3448,0800","3448,0800"
38017,UNIVERSIDADE FEDERAL DE ITAJUBA - MG,"5774,0000","5774,0000","5774,0000"
38020,"INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA","120886,6300","128509,5700","147500,7000"
38021,SECRET.DA COMISSAO INTERMIN.P/OS REC.DO MAR,"2457,7900","14198,7900","782241,5600"
38022,COMANDO DO EXERCITO,"-8058,7800","14925,3800","17948,2700"
38023,"INST.FED.DE EDUC.,CIENC.E TEC.DE RORAIMA","-7251,4700","10476,8100","10980,8200"
38025,DEPARTAMENTO DE POLICIA FEDERAL,"-4504,8800","27603,3300","27603,3300"
38026,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","0,0000","6481,4900","6481,4900"
38027,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"-3397,3400","575,2800","575,2800"
38031,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,"0,0000","13427,9900","13427,9900"
38032,COMANDO DO EXERCITO,"19664,6000","0,0000","1400,0000"
38033,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"0,0000","5339,9600","5339,9600"
38034,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"11572,6400","11274,1000","8315,7800"
38036,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-31141,4600","293804,4000","282148,2300"
38037,MINISTERIO DAS RELACOES EXTERIORES,"13046,9100","14161,7500","14161,7500"
38039,DEPARTAMENTO DE POLICIA FEDERAL,"-4850,6000","-3099,0800","-3099,0800"
38040,COMANDO DO EXERCITO,"0,0000","43299,6000","40753,8000"
38041,SEC ESPECIAL DA RECEITA FEDERAL DO BRASIL,"99621,9200","994408,0300","994408,0300"
38042,CONTROLADORIA GERAL DA UNIÃO,"-0,3700","0,2600","0,2600"
38043,FUNDAÇÃO BIBLIOTECA NACIONAL,"384097,5800","2722682,8500","1986416,2600"
38044,FUNDACAO UNIVERSIDADE DO MARANHAO,"0,0000","3800,0000","8400,0000"
38046,DEPARTAMENTO NAC. DE OBRAS CONTRA AS SECAS,"-742,2700","1921,0200","1921,0200"
38047,FUNDO NACIONAL DE SAUDE,"44947,1700","19713,2900","73440,9700"
38048,COMANDO DO EXERCITO,"0,0000","0,0000","267,9000"
38049,FUNDO DO EXERCITO,"61995,9800","19578,0000","3983,0000"
38052,FUNDACAO OSWALDO CRUZ,"1284,8100","25681,8900","18889,4100"
38053,UNIVERSIDADE FEDERAL DE SÃO PAULO,"27,0000","522,5000","522,5000"
38054,COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO,"-1552,9200","7,8000","7,8000"
38056,COMPANHIA NACIONAL DE ABASTECIMENTO,"13559,3200","13559,3200","20027,6200"
38057,UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,"0,0000","2239,0100","2239,0100"
38058,INST. DO PATRIM. HIST. E ARTÍSTICO NACIONAL,"18017,5700","48916,4900","140423,4100"
38059,"INST.FED.DE EDUC.,CIENC.E TEC.DO RS","-4234,1900","-34,1900","-34,1900"
38060,COMANDO DO EXERCITO,"0,0000","3597,2300","3597,2300"
38061,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"0,0000","9576,0200","11177,0400"
38063,MINISTERIO DA ECONOMIA,"1514886,6600","873695,6400","803306,9700"
38065,COMPANHIA NACIONAL DE ABASTECIMENTO,"0,0000","0,0000","293,8100"
38066,FUNDO DO EXERCITO,"62006,5700","273417,6500","164856,6700"
38067,CONTROLADORIA GERAL DA UNIÃO,"50156,2000","5507,0000","5507,0000"
38069,MINISTERIO DAS RELACOES EXTERIORES,"49393,7300","54269,6400","54269,6400"
38070,FUNDACAO OSWALDO CRUZ,"501382,6000","488567,0400","275531,6300"
38071,COMANDO DO EXERCITO,"0,0000","4310,4700","4310,4700"
38072,INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE,"127626,5200","152689,7900","177753,0600"
38074,MINISTERIO DAS RELACOES EXTERIORES,"692212,2200","276987,9900","273376,4100"
38075,"INST.FED.DE EDUC.,CIENC.E TEC.BAIANO","7300,0000","1900,0000","3800,0000"
38076,FUNDO DO EXERCITO,"-10089,0000","2655,0000","2655,0000"
38077,COMANDO DA AERONAUTICA,"0,0000","739,7500","950,7500"
38078,"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA","4500,0000","50832,3000","51218,7600"
38079,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"1750,9100","1286,4700","1168,6900"
38082,COMANDO DO EXERCITO,"0,0000","12125,8500","12125,8500"
38083,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,"19823,5400","25541,8200","39082,6100"
38084,MINISTERIO DA CIDADANIA,"-39775,0000","405480,0000","378682,0200"
38085,FUNDACAO ESCOLA DE ADMINISTRACAO PUBLICA-ENAP,"293000,0000","304052,6200","304052,6200"
38087,"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO","-600,0000","1400,0000","2200,0000"
38088,FUNDO DO EXERCITO,"0,0000","16162,6000","8713,5400"
38089,HOSPITAL DE CLINICAS DE PORTO ALEGRE,"4212541,6800","4278226,7700","5330928,9700"
38090,"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO","0,0000","0,0000","22320,0000"
38091,FUNDACAO OSWALDO CRUZ,"70128,0000","70028,0000","70028,0000"
38092,EMPRESA BRASIL DE COMUNICACAO,"-28551,5000","1240249,0100","1389304,8500"
38093,COMANDO DO EXERCITO,"-2207,8900","-2207,8900","-2207,8900"
38094,FUNDO NAVAL,"0,0000","365,5100","3999,9900"
38097,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"0,0000","3195,2700","2749,7800"
38098,MINISTERIO DA DEFESA,"0,0000","0,0000","6144,0000"
38099,COMANDO DO EXERCITO,"-5971,5000","115316,3700","121680,1100"
38100,COMANDO DO EXERCITO,"57349,0300","57349,0300","57349,0300"
38101,SUPERINTEND.DO DESENVOLV.DA AMAZONIA-SUDAM,"53205,0700","60472,7100","60472,7100"
38105,AGENCIA ESPACIAL BRASILEIRA - AEB,"0,0000","46600,0000","93200,0000"
38107,"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES","0,0000","58390,4600","58390,4600"
38109,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"-9241,2000","930,8500","930,8500"
38110,"INST.FED.DE EDUC.,CIENC.E TEC.DO PARA","0,0000","51410,5200","31339,9100"
38111,COMANDO DO EXERCITO,"246957,0600","246957,0600","437511,7600"
38112,"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE","43138,3900","20727,2800","20727,2800"
38114,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS,"0,0100","20504,8200","24894,9600"
38116,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,"0,0000","38,6200","115,8600"
38120,FUNDO DO EXERCITO,"136068,2900","110841,1000","110841,1000"
38121,COMANDO DO EXERCITO,"0,0000","0,0000","3500,0000"
38122,CONTROLADORIA GERAL DA UNIÃO,"0,0000","117,0800","117,0800"
38124,MINISTERIO DA ECONOMIA,"6395,3300","9231,3600","9231,3600"
38125,"INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO","0,0000","4200,0000","51900,0000"
38126,HOSPITAL UNIVERSITARIO DA UFJF,"2900,0000","2889,9200","5779,8400"
38127,"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO","-2160,3200","339,6800","339,6800"
38128,COMANDO DO EXERCITO,"-380,7000","1233,1000","1233,1000"
38129,COMANDO DO EXERCITO,"0,0000","25768,0000","1900,0000"
38130,FUNDACAO NACIONAL DO INDIO,"-269,4200","1970,8100","1970,8100"
38131,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"0,0000","31937,0800","31937,0800"
38132,FUNDO DE DESENV.DO ENS.PROFISSIONAL MARITIMO,"0,0000","100,0000","100,0000"
38134,MINISTERIO DA ECONOMIA,"34000,0000","12638,7400","12638,7400"
38135,COMPANHIA DE DESENV. DO VALE DO SAO FRANCISCO,"16869974,0100","696485,9600","22789,2300"
38136,MINISTERIO DA ECONOMIA,"-192,5000","4914,5000","4914,5000"
38137,FUNDACAO NACIONAL DO INDIO,"0,0000","430,0000","430,0000"
38138,COMANDO DO EXERCITO,"-4254,1000","47596,8300","57173,9300"
38140,COMANDO DO EXERCITO,"-27,3200","3887,0000","3887,0000"
38141,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"5000,0000","5093,8100","5093,8100"
38142,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-6099,5500","9546,6600","9546,6600"
38144,"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO","7161,8300","71990,3700","16063,3700"
38145,"INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE","0,0000","0,0000","54174,0400"
38147,COMPANHIA NACIONAL DE ABASTECIMENTO,"-1428,5400","-174,1700","-109,1400"
38148,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"3806,4700","3949,0600","3949,0600"
38149,FUNDO DO EXERCITO,"1,0000","3847,0600","3847,0600"
38151,MINISTERIO DO DESENVOLVIMENTO REGIONAL,"43618,3000","37990,3500","34411,2000"
38152,UNIVERSIDADE FEDERAL DE CATALAO,"1600,0000","1600,0000","1600,0000"
38153,FUNDO NAVAL,"0,0000","2207,8000","2207,8000"
38154,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,"1056,0000","1056,0000","1056,0000"
38157,"INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO","0,0000","14417,0000","14417,0000"
38158,COMANDO DO EXERCITO,"-10322,1200","94214,9200","236460,8800"
38159,COMANDO DO EXERCITO,"-21,8500","5500,0000","5500,0000"
38160,COMANDO DO EXERCITO,"-15501,7000","1239,0000","1239,0000"
38161,DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL,"-35028,5800","2920,9900","2920,9900"
38162,FUND. INST.BRASIL. DE GEOGRAFIA E ESTATISTICA,"269,0000","269,0000","269,0000"
38163,FUNDO DO EXERCITO,"100,0000","100,0000","100,0000"
38164,COMANDO DO EXERCITO,"456815,5700","375890,9000","377981,5600"
38166,COMANDO DO EXERCITO,"0,0000","322,3000","322,3000"
38169,EMPRESA BRASIL.DE SERV.HOSPITALARES - EBSERH,"0,0000","162734,6500","93605,2200"
38170,FUNDO AERONAUTICO,"-104,2600","2668,7400","2668,7400"
38172,UNIVERSIDADE FEDERAL DE MINAS GERAIS,"1189,7200","15442,8600","3476,0000"
38173,FUNDO DO EXERCITO,"0,0000","380,7000","380,7000"
38174,HOSPITAL UNIVERSIT. CASSIANO ANTONIO MORAIS,"0,0000","0,0000","302,2600"
38175,INSTITUTO NACIONAL DO SEGURO SOCIAL,"5086543,4900","5095508,8800","4923274,6100"
38176,COMANDO DO EXERCITO,"96872,4600","137795,0300","382326,0700"
38178,INSTITUTO NACIONAL DO SEGURO SOCIAL,"35227,2800","37667,7300","77542,9600"
38181,FUNDO DO EXERCITO,"0,0000","70,4900","140,9800"
38183,NUCLEBRAS EQUIPAMENTOS PESADOS S/A,"-164122,7300","48036,6000","48036,6000"
38184,FUNDO DO EXERCITO,"7832,9900","7159,7700","7159,7700"
38185,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS,"0,0000","4050,0000","934,5000"
38186,FUNDACAO UNIVERSIDADE FEDERAL DE TOCANTINS,"0,0000","469865,4900","609017,0100"
38187,FUNDACAO NACIONAL DO INDIO,"0,0000","4136,3600","4136,3600"
38189,INST.NAC. METROLOGIA QUALIDADE E TEC  INMETRO,"10000,0000","305230,0300","530265,4900"
38190,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,"0,0000","0,0000","7301,5400"
38191,FUNDO DO EXERCITO,"27426,2600","21387,2900","38180,4700"
38193,COMANDO DO EXERCITO,"0,0000","1367,2500","1367,2500"
38196,INST. NACIONAL DE COLONIZ. E REFORMA AGRARIA,"218084,8800","163467,7600","163467,7600"
38197,FUNDACAO NACIONAL DO INDIO,"-5349,0000","3186,0000","3186,0000"
38198,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,"0,0000","0,0000","262,8500"
38199,DEPTO.NAC.DE INFRA±ESTRUT.DE TRANSPORTES-DNIT,"0,0000","2415643,6500","2634671,3700"
38202,COMANDO DA MARINHA,"31625,6200","3617,8000","156350,9600"
38203,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"-1599,3700","400,6300","400,6300"
38204,COMANDO DO EXERCITO,"4500,0000","609,5300","609,5300"
38206,PROCURADORIA GERAL DA FAZENDA NACIONAL,"-0,0100","390316,0800","390316,0800"
38208,COMANDO DO EXERCITO,"0,0000","20599,2000","10299,6000"
38209,INSTITUTO FEDERAL DO PARANA - IFPR,"0,0000","259,5000","279,5500"
38210,INSTITUTO NACIONAL DO SEGURO SOCIAL,"1920559,0000","1684248,0000","1684248,0000"
38212,DEPARTAMENTO DE POLICIA FEDERAL,"-83353,9600","24211,7400","12105,8700"
38214,MINISTERIO DA DEFESA,"0,0000","2580,2800","12901,3800"
38215,"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI","0,0000","192148,4000","181450,0000"
38217,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,"215610,6600","639,7500","639,7500"
38219,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,"0,0000","29512,4300","52863,4900"
38221,MINISTERIO DA DEFESA,"-487,1000","6661,9000","13323,8000"
38222,MINISTERIO DA AGRIC.PECUARIA E ABASTECIMENTO,"2768,0000","2768,0000","2768,0000"
